Title,Date,Location,Description,Tags,latitude,longitude
Volunteer to Assist Homeless Adults with Resume Building,2011-05-17,"120 32nd Street
New York, NY 10016
(40.745396854908336, -73.9813392534), NY 10016.0","Mainchance drop-in center for homeless and hungry adults seeks a volunteer to help our clients construct effective and professional resumes and, in turn, help them obtain employment.",Helping Neighbors in Need,,
Join the ING NYC Marathon and Run for Art Programs: Team Free Arts! ,2011-11-06,"1431 Broadway
New York, NY 10018
(40.75455195316658, -73.98680713133814), NY 10018.0",Free Arts NYC  is recruiting volunteers to join Team Free Arts and raise funds for our unique art and mentoring programs.,Strengthening Communities,40.754531,-73.987086
"Chefs, Nutritionists and Foodies Wanted!",2011-04-15,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637), NY 10001.0","We are looking for chefs, culinary students, dietitians, and home cooks to teach formerly homeless individuals how to prepare healthy and affordable meals in Brooklyn.",Health,40.746817,-73.993655
Susan G. Komen for the Cure's Greater NYC Affiliate Needs Volunteers,2011-06-29,"470 7th Avenue
New York, NY 10018
(40.75207881758604, -73.98985583301749), NY 10018.0","Help the fight against breast cancer by volunteering with Komen Greater NYC-- advertise September's Race for the Cure at an outdoor farmer's market, help out one of our other summer initiatives, or volunteer on Race for the Cure Weekend 2011!",Health,40.751949,-73.989941
Marketing Research ,2011-04-12,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764), NY 10025.0",Surveys and focus groups needed to evaluate and improve our organization's effectiveness.,General,,
Outreach and Marketing Assistant,2011-01-05,"250 57th Street
New York, NY 10107
(40.766393521786576, -73.98218601253214), NY 10107.0",The individual in this role will work closely with the Director of Communications and Community Outreach to bring information about NIP's psychotherapy services to the New York community.,Strengthening Communities,,
Volunteer at Highland Park Strawberry Festival,2011-05-14,"80 30 Park Lane Kew Gardens
NY,  11415
(40.708286075142325, -73.82855612156771), NY 11415.0","Help out with arts and crafts, face painting, games and a strawberry eating contest at Highland Park, Queens.",Strengthening Communities,40.710954,-73.835147
Emergency Preparedness Organization Seeks Community Trainers,2011-02-01,"520 8th Avenue
New York, NY 10018
(40.75376054978079, -73.99232896859803), NY 10018.0",World Cares Center will be providing 15 training sessions to a group of Brooklyn youth ages 13-18 on preventing and responding to emergencies.  We are looking for individuals who can co-facilitate the delivery of these sessions which will take place for 1 hour a week from March-June 2011.,Emergency Preparedness,40.753612,-73.992417
"Nepali, Bangla and Punjabi translators needed!",2011-06-02,"37 43 77th Street Jackson Heights
NY,  11372
(40.75163073936716, -73.88361254528269), NY 11372.0",Do you speak a South Asian language?  Are you interested in empowering NYC immigrants through community outreach and education?,Helping Neighbors in Need,40.747993,-73.888827
Grant Writer needed for organization,2011-08-01,"107 Suffolk St
New York, NY 10002
(40.719521874540526, -73.98583731954874), NY 10002.0",Afro-Asian Inc is a non profit organization located in the Lower East Side.  This organization provides musical events for the community.  Needs a Grant Writer to research new funding prospects for the organization.,General,40.718943,-73.986122
Museum Visitor Services Volunteer,2011-01-27,"1109 Fifth Avenue
New York, NY 10128
(40.78553359707598, -73.95746225352207), NY 10128.0",The Museum Visitor Services volunteer greets visitors to the museum and provides assistance as needed.,Strengthening Communities,40.785298,-73.957263
Donate School Supplies to Kids in the Bronx,2011-06-09,"2763 Webster Avenue
Bronx, NY 10458
(40.86579443967629, -73.88632317887395), NY 10458.0",Help kids from low-income families start the school year on a positive note!,Helping Neighbors in Need,40.865714,-73.886305
JASA Throgs Neck Computer Volunteer,2011-01-13,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063), NY 10001.0",Help teach basic computer skills to seniors,Helping Neighbors in Need,,
Computer Skills Tutor,2011-09-04,"353 Third Ave
New York, NY 10010
(40.74062169751107, -73.98179661888042), NY 10010.0",KFT is seeking Computer Skills Tutors to instruct fifteen 3rd to 6th grade students at P.S. 59 in basic and relevant computer skills.  The Computer Skills Tutor will be part of a team of tutors who will work together to present classroom computer lessons and work in small groups with the students.,Education,40.74053,-73.981899
Reading Program Volunteers,2011-03-12,"550 155th Street
New York, NY 10040
(40.83212844227807, -73.94439429101087), NY 10040.0",The Wendy Hilliard Foundation is looking for volunteers to come in on Saturday's from 3:30-6:30PM at Riverbank State Park to read with gymnastics students before or after they come to class.,Education,,
Mural Artist Wanted ,2011-08-02,"305 7th Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637), NY 10001.0",Experienced mural artist needed to create a special mural for pre-schoolers,Strengthening Communities,40.746817,-73.993655
Give the Gift of Bicycling!,2011-06-03,"475 Riverside Drive
New York City, NY 10115
(40.810551000428404, -73.96469400002803), NY 10115.0",Spend one hour this Saturday learning how to change others' lives by teaching them how to ride a bicycle!,Helping Neighbors in Need,40.811101,-73.964168
Troop Leader / Assistant Troop Leader,2011-07-01,"43 23rd St
New York, NY 10010
(40.74227620746666, -73.9913217279252), NY 10010.0",As a Leader you will serve as a mentor to a group of girls. Opportunities available in all 5 boroughs!,Strengthening Communities,,
August Movie Event volunteers needed in Queens,2011-08-07,"8030 Park lane Kew Gardens
NY,  11415
(40.711186177816984, -73.83543395214066), NY 11415.0","Volunteers at this event will make popcorn, paint faces, and lead games.  The movies will be shown in the Far Rockaway Beach area of Queens.",Strengthening Communities,40.710954,-73.835147
Create cards for 9/11 National Day of Service,2011-06-28,"171 85th Street
New York, NY 10024
(40.786855600459035, -73.97516990427897), NY 10024.0",Create cards at home for this special event.  Mail cards to DOROT by 9/1/11,Strengthening Communities,,
Online / Social Media Marketing Intern/Volunteer,2011-01-12,"111 14th St
New York, NY 10003
(40.73420096837262, -73.98926385518747), NY 10003.0",We are looking for a social-media and web-savvy intern/volunteer to help us launch and administer an online story contest to help build our brand awareness and get more potential volunteers and donors engaged with our cause.,Strengthening Communities,,
Motion Graphics Video for Professionals,2011-06-05,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","A motion graphics video offers a simple, visually engaging way to introduce an organization to a wider audience. Unlike traditional video, a motion graphics focuses on visual content or still images, so there is no need for a film shoot.",Strengthening Communities,40.720942,-73.997929
Class Wish Internship,2011-06-27,"401 7th avenue
New York, NY 10001
(40.75012728878244, -73.99124978216287), NY 10001.0",Year round or summer internship in NYC or virtually,Education,40.749794,-73.991486
Queens:Yoga Fitness Instructor for Shape Up New York at Al Oerter !,2011-06-01,"131 40 Fowler Avenue
Flushing, NY 11355
(40.7512997969481, -73.82147854789662), NY 11355.0",NYC Parks and Recreation seeks your participation to enrich our recreation facilities!   Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Al Oerter Recreation Center. Volunteer opportunities are available for a variety of classes and activities...,Health,40.751616,-73.834155
Volunteer-Foreclosure Prevention Project at NYLAG,2011-05-02,"450 33rd Street
New York, NY 10001-2603
(40.75347794565972, -73.99864692871675), NY nan",The New York Legal Assistance Group is in need of a volunteer to assist with its Connect to Care/Foreclosure Defense Project.,Helping Neighbors in Need,,
Volunteer for inMotion's Story by Story Stair Climb to End Domestic Violence,2011-10-06,"1411 Broadway at 39th Street
New YOrk, NY 10018
(40.756840774582145, -73.99669149981281), NY 10018.0","Sign up to volunteer at inMotion's Story by Story stair climb fundraiser on Thursday, October 6th!",Helping Neighbors in Need,40.753716,-73.987068
Graphic Designer,2011-08-04,"315 36th Street
New York, NY 10018
(40.75386846842434, -73.99347110757526), NY 10018.0","The Family Center is currently seeking a volunteer graphic designer to donate their skills, time, and resources to help increase our awareness in the community mainly by creating digital and print invitations for a variety of events throughout the year.",Strengthening Communities,,
Red Hook Family Festival,2011-05-07,"71 Sullivan St
Brooklyn, NY 11231
(40.67758744585575, -74.01192870924359), NY 11231.0",Public event for families with crafts and activities,Strengthening Communities,40.677343,-74.011558
Garden Greeter,2011-07-15,"2900 Southern Boulevard
Bronx, NY 10458
(40.865047547653994, -73.88379028800846), NY 10458.0","If you wish to escape the bustling city and enjoy beautiful surroundings, get involved and become an ambassador for the greatest Botanical Garden in the world!",Environment,40.865684,-73.883312
CI Prep Corporate Volunteer Program,2011-09-12,"501 End Avenue
Brooklyn, NY 11224
(40.576304656334855, -73.99953200040147), NY 11224.0",Coney Island Prep has a number of opportunities for groups of all sizes that can be tailored to meet the specific needs and interests of corporations.,Strengthening Communities,,
Professional Development Trainers,2011-02-01,"34 1 2 East 12th Street
New York, NY 10003
(40.734434119371144, -73.99401070079284), NY 10003.0",The Police Athletic League of New York City seeks skilled volunteers to provide vocational training for teens and young adults.,Helping Neighbors in Need,,
Employment Mentoring ,2011-09-14,"315 Hudson St
New York, NY 10013
(40.72636283816059, -74.00749200433894), NY 10013.0",Helping those to help themselves,Helping Neighbors in Need,40.72631,-74.00749
Park Volunteer Day,2011-09-17,"24 20 FDR Drive Service Rd
New York, NY 10010
(40.73914078212147, -73.98289845639863), NY 10010.0","Help us spread Fibar mulch on paths in the park, to create a safe walking surface.  September 17, from 2pm - 5pm.",Environment,40.736274,-73.97468
Dirty Hands Wanted!,2011-04-19,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637), NY 10001.0",Don’t need to have a green thumb but it doesn't hurt. We need muscle power to help maintain several raised beds filled with vegetables and flowers.,Environment,40.746817,-73.993655
Yoga Instructor,2011-09-01,"462 1st Avenue
New York, NY 10016
(40.73962320748018, -73.97657284664467), NY 10016.0",Need yoga instructor for adolescents in the inpatient psychiatry unit at Bellevue Hospital.,Health,40.739173,-73.976862
